# multimodal LLM TEST · model=sonnet(vision) · display-image only · 920 posts · 917 with image
Post_ID;Post_Format;image_ok;MANUAL_Empathy;MANUAL_Threat;MANUAL_Efficacy;MANUAL_Collective_ID;MANUAL_Normative;MANUAL_Moral;MANUAL_Economic;MANUAL_Scientific;MANUAL_Youth_Addressed;MANUAL_Interactivity;MANUAL_Emotional_Valence;MANUAL_Story_Structure;MANUAL_Primary_CTA;MANUAL_Primary_Topic;MANUAL_Language;MANUAL_Youth_Style;MANUAL_Protagonist;MANUAL_Onscreen_Text;MANUAL_Data_Visual
DVdH45gAVk4;Image;yes;0;1;1;0;0;0;1;0;0;0;Hope;Problem-Solution;None;Community;English;0;0;0;0
DUQkt2iDA7P;Carousel;yes;0;0;1;1;0;0;1;1;0;0;Hope;Problem-Solution;Learn;Ecotourism;English;0;1;0;0
DUGHK9qjPW3;Video;yes;0;0;1;1;0;0;0;1;0;0;Hope;Solution;None;Wildlife;English;0;1;0;0
DVslJUkiCXw;Carousel;yes;0;0;1;0;0;1;0;0;0;0;Neutral;Solution;None;Community;English;0;0;0;0
DUDUlzWDmzd;Image;yes;0;0;0;0;0;0;0;0;0;0;Neutral;None;None;Wildlife;English;0;0;0;0
DWGMzA5iEYq;Carousel;yes;0;0;1;1;0;1;0;0;0;0;Hope;Solution;None;Community;English;0;1;0;0
DULC8MvjkTx;Image;yes;0;0;0;1;0;1;0;0;0;0;Hope;None;None;Community;English;0;1;0;0
DUQMkcKCKzR;Video;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Ecotourism;English;0;0;0;0
DVqFzwkiKC1;Carousel;yes;0;0;1;1;0;0;0;1;0;0;Hope;Problem-Solution;None;Climate;English;0;0;0;0
DQ33W_MDIWT;Image;yes;0;0;1;0;0;0;0;1;0;0;Neutral;None;None;Community;English;0;0;1;0
DQwc21VjCay;Carousel;yes;0;0;1;1;0;0;1;0;0;0;Hope;Solution;None;Policy;English;0;1;0;0
DTrtFpEjvQr;Image;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Wildlife;English;0;0;0;0
DSrIVS5jgIs;Image;yes;0;0;0;1;0;0;0;0;0;0;Hope;None;None;Wildlife;English;0;1;0;0
DT2qXbkDhAW;Carousel;yes;1;0;0;0;0;0;0;0;0;0;Hope;None;None;Wildlife;English;0;1;0;0
DTHj9wWDrOW;Image;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Wildlife;English;0;1;0;0
DTz6o0ADgsG;Image;yes;0;0;0;0;0;0;0;1;0;0;Hope;None;None;Wildlife;English;0;1;0;0
DROlo6ODMZ2;Image;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Community;English;0;0;1;0
DTMth9CDqsA;Image;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;?;English;;;;
DS1iZTWjqdX;Image;yes;1;0;1;0;0;0;0;0;0;0;Hope;Problem-Solution;None;Wildlife;English;0;1;0;0
DTCaWV3DqXt;Image;yes;0;0;0;0;0;0;0;0;0;1;Neutral;None;None;Wildlife;English;0;1;0;0
DSRfVglE9R7;Image;yes;0;0;1;0;0;0;0;1;0;0;Hope;Solution;None;Research;English;0;0;0;0
DSUdHpljhNG;Carousel;yes;0;1;1;1;0;0;0;1;0;1;Hope;Problem-Solution;Share;Climate;English;0;0;1;0
DTu6OvXDGvb;Carousel;yes;0;0;1;1;0;0;1;0;0;0;Hope;Problem-Solution;None;HWC;English;0;0;0;0
DUak3CWihKh;Carousel;yes;0;0;1;1;0;0;1;1;1;0;Hope;Solution;None;Community;English;0;0;0;0
DTc2Yz7FK4g;Video;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Ecotourism;English;0;0;0;0
DTpriFKDEoy;Carousel;yes;0;0;1;0;0;0;0;0;0;0;Hope;None;Event;Ecotourism;English;0;1;0;0
DUAvy1HCrdK;Video;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Ecotourism;English;0;1;0;0
DTpkqRcjKoI;Carousel;yes;0;0;0;0;0;0;0;0;0;0;Hope;Solution;Volunteer;Wildlife;English;0;1;0;0
DUDwkx3CoSw;Carousel;yes;0;0;0;0;0;0;0;1;0;0;Neutral;None;None;Research;English;0;1;0;0
DTdBVo0DE80;Image;yes;0;0;0;0;0;0;0;1;0;0;Neutral;None;None;Wildlife;English;0;1;0;0
DU-z0VTCIDD;Carousel;yes;0;1;1;1;0;1;1;1;0;0;Hope;Problem-Solution;None;Research;English;0;0;0;0
DTQJTa4DCHb;Video;yes;1;0;0;0;0;0;0;0;0;0;Hope;None;Volunteer;Wildlife;English;0;1;0;0
DT-LDRWDLjo;Carousel;yes;0;0;1;0;0;0;0;0;1;0;Hope;Solution;None;Education;English;0;0;0;0
DUYS-aeDTbR;Image;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Education;English;0;1;0;0
DUIs9smjU9U;Carousel;yes;0;0;0;0;0;0;0;1;0;0;Neutral;Problem-Solution;Learn;Research;English;0;1;0;0
DUFkxsrAbe6;Image;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Community;English;0;1;0;0
DTZwVuyDPzv;Carousel;yes;0;0;1;1;0;0;0;0;1;0;Hope;Solution;None;Community;English;0;1;0;0
DS8gr-cjs7N;Image;yes;0;0;0;1;0;0;0;0;0;0;Hope;None;None;Wildlife;English;0;1;0;0
DQ_R3ppjGei;Video;yes;0;0;1;0;0;0;1;0;1;0;Hope;Solution;None;Education;English;0;1;1;0
DUlFFvqlza-;Carousel;yes;0;0;0;0;0;0;0;1;0;0;Hope;None;None;Research;English;0;;;
DUu_PDljEOn;Image;yes;0;0;0;0;0;0;0;1;0;0;Hope;Problem-Solution;None;Wildlife;English;0;1;0;0
DUsTl7-CLzI;Carousel;yes;1;1;1;1;0;1;0;1;0;0;Hope;Problem-Solution;None;Wildlife;English;0;1;0;0
DUirI8jCpq9;Carousel;yes;0;0;0;0;0;0;0;1;0;0;Hope;None;None;Research;English;0;1;0;0
DUm4LN7ij2P;Carousel;yes;0;0;0;0;0;0;0;1;0;0;Neutral;Problem;None;Wildlife;English;0;1;0;0
DUxWVHkkQKe;Carousel;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Wildlife;English;0;1;0;0
DTz7HPojK0l;Image;yes;0;0;0;0;0;0;0;1;0;0;Neutral;None;None;Wildlife;English;0;1;0;0
DUSPBlNAdD2;Image;yes;0;0;0;1;0;0;0;1;0;0;Hope;Solution;None;Education;English;0;0;0;0
DUz7IcljPlu;Image;yes;0;0;0;0;0;0;0;1;0;0;Neutral;None;None;Research;English;0;0;0;0
DR_9tu4DEa9;Carousel;yes;0;0;1;1;0;1;0;0;0;0;Hope;Problem-Solution;None;Community;English;0;0;0;0
DTSSRVGDovn;Image;yes;0;0;0;0;0;0;0;1;0;0;Neutral;None;None;Research;English;0;0;1;0
DSAAY7CCL0h;Image;yes;0;1;1;1;0;0;0;1;0;0;Neutral;Problem-Solution;Learn;Anti-poaching;English;0;0;1;1
DRUoRnVip6U;Carousel;yes;0;1;1;0;0;0;1;0;0;0;Hope;Problem-Solution;Learn;Wildlife;English;0;0;1;0
DTkwKMyDiTL;Image;yes;0;0;0;1;0;0;0;1;0;0;Hope;None;None;Research;English;0;1;0;0
DRwLY29iqCu;Carousel;yes;0;0;1;0;0;0;1;1;0;0;Hope;Problem-Solution;None;Research;English;0;1;0;0
DRysmMAjjkE;Image;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Wildlife;English;0;1;0;0
DTZ8t_rjf0K;Carousel;yes;0;0;0;0;0;0;0;1;0;0;Neutral;Problem-Solution;None;Research;English;0;1;0;0
DRkD-f8ChaE;Image;yes;0;0;1;1;0;0;1;1;0;0;Hope;Solution;None;Policy;English;0;0;0;0
DTP7j3RDHLk;Carousel;yes;0;0;1;0;0;0;0;1;0;0;Hope;None;None;Education;English;;;;
DRyly-3Elxh;Image;yes;0;0;0;1;0;1;1;1;0;0;Mixed;Problem-Solution;None;Policy;English;0;0;0;0
DSRmHo9jktf;Image;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Ecotourism;English;0;0;0;0
DT0Ic-vDqZS;Image;yes;0;0;0;0;0;0;0;1;0;0;Hope;None;None;Research;English;0;1;0;0
DRoZZFWDisZ;Carousel;yes;0;0;0;0;0;0;0;1;0;0;Hope;None;None;Ecotourism;English;0;1;0;0
DUafvG0Dt8S;Image;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Wildlife;English;0;1;0;0
DTczhoqCMi3;Image;yes;0;0;0;0;0;0;0;1;0;0;Neutral;None;None;Research;English;0;1;0;0
DTxbld2jk4g;Carousel;yes;0;0;0;0;0;0;0;1;0;0;Neutral;None;None;Research;English;0;1;0;0
DSjumFdDrHH;Image;yes;1;0;0;0;0;0;0;0;0;0;Hope;None;None;Wildlife;English;0;1;0;0
DTsjxydDrqm;Carousel;yes;0;0;0;0;0;0;0;1;0;0;Neutral;None;None;Research;English;0;1;0;0
DSWvw0ojpo2;Carousel;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Wildlife;English;0;1;0;0
DRUeLV4kVdA;Video;yes;0;0;1;1;0;1;0;0;0;0;Hope;Solution;Learn;Policy;English;0;0;1;0
DRti-4hkrSH;Video;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;Learn;Ecotourism;English;0;0;0;0
DSANRZ7Csag;Carousel;yes;0;0;1;1;0;0;0;0;0;0;Hope;Solution;Learn;Community;English;0;0;1;0
DRylxXvCGVv;Carousel;yes;0;1;1;1;0;1;1;1;0;0;Hope;Problem-Solution;None;Policy;English;0;0;1;0
DUVWG6IDlEW;Image;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Wildlife;English;0;1;0;0
DSHS8tCjoMU;Image;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Ecotourism;English;0;0;0;0
DSo4McVCYZ-;Video;yes;1;0;1;0;0;1;0;0;0;0;Hope;Solution;None;Wildlife;English;;;;
DTxnqemDkJW;Carousel;yes;0;0;1;0;0;0;0;1;0;0;Neutral;Problem-Solution;Learn;Research;English;0;0;0;0
DScAMoqDGfB;Video;yes;0;0;0;0;0;0;0;1;0;0;Neutral;None;None;Wildlife;English;0;1;0;0
DR32LTpDqq9;Image;yes;0;0;0;0;0;0;0;0;0;0;Neutral;None;None;Wildlife;English;0;1;0;0
DSMjgNigije;Video;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Wildlife;English;0;1;0;0
DUl-h-iDtVF;Carousel;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Ecotourism;English;0;0;0;0
DWn0BodDtvi;Image;yes;0;0;0;0;0;0;0;1;0;0;Hope;None;None;Research;English;0;0;0;0
DU2k5TgCEm4;Video;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Ecotourism;English;0;0;0;0
DRkDGmqil3i;Carousel;yes;0;0;1;0;0;0;1;0;1;0;Hope;Solution;None;Community;English;0;0;0;0
DUvBEwdiOJq;Video;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Ecotourism;English;0;1;0;0
DU-uqVPiIUw;Carousel;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Ecotourism;English;0;1;0;0
DU0deWyDr98;Carousel;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Ecotourism;English;0;0;0;0
DSCJVfvDiLC;Image;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Ecotourism;English;0;0;0;0
DW3h9rpioLY;Carousel;yes;0;0;1;0;0;0;0;1;0;0;Neutral;None;None;Research;English;0;1;0;0
DUGAYhbjqCg;Carousel;yes;1;0;1;1;0;1;0;0;0;0;Hope;Solution;None;Community;English;;;;
DUF8p2CDAtQ;Image;yes;0;0;0;0;0;0;0;0;1;0;Hope;Solution;None;Education;English;0;0;1;0
DU3V6-wjMVm;Image;yes;0;0;1;0;0;0;0;1;0;0;Hope;Solution;Learn;Policy;English;0;0;1;0
DW6B_l-iuQh;Image;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;Event;Community;English;;;;
DXLuD9Wijhj;Image;yes;0;0;1;0;0;0;0;0;0;0;Hope;Problem-Solution;Learn;HWC;English;0;1;1;0
DUiOGOniVHI;Video;yes;0;0;0;0;0;0;0;0;0;0;Hope;Problem-Solution;None;Wildlife;English;0;1;0;0
DSrLZqAACD4;Video;yes;0;0;1;1;0;0;0;0;0;0;Hope;None;None;Wildlife;English;0;1;1;0
DSmTYczjsqm;Image;yes;0;1;0;0;0;0;0;0;0;0;Mixed;Problem;None;Wildlife;English;0;1;0;0
DTw-cFFjt7_;Image;yes;0;1;0;0;0;0;0;1;0;0;Mixed;Problem;None;Wildlife;English;0;1;0;0
DW6RMLZinP8;Carousel;yes;0;0;1;0;0;0;0;1;0;0;Neutral;None;None;Research;English;0;1;0;0
DXZHhSxCp6z;Carousel;yes;0;0;0;1;0;0;0;0;1;0;Hope;Solution;None;Education;English;0;0;0;0
DTSTWrNDnOT;Image;yes;0;0;0;0;0;0;0;1;0;0;Neutral;None;None;Research;English;0;0;1;0
DXbqlj7CmfU;Image;yes;0;0;1;1;0;1;0;0;0;0;Hope;None;None;Education;English;;;;
DUDNt00DuTz;Image;yes;1;0;0;0;0;0;0;0;0;0;Hope;None;None;Wildlife;English;0;1;0;0
DXOW8EeCnoE;Carousel;yes;0;0;0;0;0;0;0;0;0;0;Neutral;None;None;Wildlife;English;0;0;0;0
DXEgAVWCtkH;Video;yes;0;0;0;1;0;0;0;0;0;0;Hope;Solution;None;Community;English;0;0;0;0
DTxCXWpDE4V;Video;yes;0;0;0;1;0;0;0;0;0;0;Hope;None;None;Community;English;0;0;0;0
DS1wKIEjqZf;Image;yes;0;1;1;0;0;0;0;1;0;0;Hope;Problem-Solution;None;Wildlife;English;0;1;0;0
DXeGKudihBK;Carousel;yes;0;0;1;1;0;1;1;0;0;0;Hope;Problem-Solution;None;Community;English;;;;
DTHxtDGDjph;Carousel;yes;0;0;1;1;0;0;0;1;1;0;Hope;Solution;None;Community;English;0;1;0;0
DW8ck9sijNW;Video;yes;0;0;0;0;0;0;0;0;1;0;Hope;None;Event;Education;English;1;0;1;0
DXbo4bICltt;Image;yes;0;0;0;0;0;0;0;0;0;0;Hope;Problem-Solution;Event;Education;English;0;0;1;0
DQyN13UDdWR;Image;yes;1;0;0;0;0;0;0;0;0;0;Hope;None;None;Wildlife;English;0;1;0;0
DXodK1uCjQS;Carousel;yes;0;0;1;1;0;0;0;0;0;0;Hope;Solution;None;Community;English;0;0;1;0
DQ_hY2pDcxc;Carousel;yes;0;0;1;1;0;0;0;1;0;0;Hope;Solution;None;Research;English;0;0;0;0
DQ9QJa0iknB;Carousel;yes;0;0;1;1;0;0;1;0;0;0;Hope;Solution;None;Community;English;0;0;0;0
DSCwOfFDlpl;Carousel;yes;0;0;0;1;0;0;0;1;0;0;Hope;None;None;Research;English;0;1;0;0
DRgkG3FDuJS;Image;yes;1;0;0;0;0;0;0;0;0;0;Hope;None;None;Wildlife;English;0;1;0;0
DRzYNeKCo0L;Carousel;yes;0;0;0;0;0;0;0;1;0;0;Neutral;None;None;Research;English;0;0;0;0
DRL9xcejsyu;Image;yes;0;0;0;0;0;0;0;0;0;0;Neutral;None;None;Wildlife;English;0;1;0;0
DRKJ-EZigFp;Carousel;yes;0;0;1;1;0;0;1;0;0;0;Hope;Solution;None;Community;English;0;1;0;0
DSMVuCOCTl_;Carousel;yes;1;0;0;1;0;1;0;1;0;0;Mixed;None;None;Research;English;0;1;0;0
DRKTe9SitKH;Carousel;yes;0;0;0;1;0;0;0;1;0;0;Hope;Solution;None;Research;English;0;1;0;0
DSXZ7bpjjzq;Carousel;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Education;English;0;1;0;0
DRKPnfYCp6K;Carousel;yes;0;0;1;0;0;0;0;1;0;0;Hope;Problem-Solution;None;Research;English;0;1;0;0
DS1qVQYjqcs;Carousel;yes;0;0;0;0;0;0;0;0;0;0;Neutral;None;None;Wildlife;English;0;0;0;0
DScbrOljail;Carousel;yes;0;0;0;0;0;0;0;1;0;0;Neutral;None;None;Research;English;0;1;0;0
DRCbRmxja_O;Carousel;yes;0;1;1;1;0;1;1;0;0;0;Hope;Problem-Solution;None;Anti-poaching;English;0;0;0;0
DT2pb6hiLJo;Carousel;yes;0;0;0;1;0;1;1;0;0;1;Neutral;None;Event;Policy;English;0;0;1;0
DSIF5R8D3c2;Video;yes;0;0;0;0;0;0;0;1;0;0;Neutral;None;Learn;Wildlife;English;0;1;0;0
DUDbb2FjD8p;Image;yes;1;0;1;1;0;1;0;0;0;0;Hope;Solution;None;HWC;English;0;1;0;0
DReHoxSjt92;Carousel;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Ecotourism;English;0;1;0;0
DT2HsqsjWhH;Carousel;yes;0;1;1;1;0;0;1;0;0;0;Hope;Problem-Solution;None;HWC;English;0;1;1;0
DRl0mmRiO6j;Video;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Ecotourism;English;1;1;1;0
DUaqWnPCDxU;Carousel;yes;0;0;0;1;0;0;0;0;0;0;Hope;None;None;Community;English;0;0;0;0
DS62I6pDk7E;Carousel;yes;0;0;0;0;0;0;0;0;0;1;Hope;None;None;Ecotourism;English;0;0;1;1
DRWQ-B9jmwx;Image;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Wildlife;English;0;1;0;0
DRTyj6qimZ8;Carousel;yes;0;1;1;0;0;1;0;1;0;0;Neutral;Problem-Solution;None;Research;English;0;0;0;0
DSZ25aFj-dD;Carousel;yes;0;0;1;0;0;0;0;1;0;0;Neutral;Problem-Solution;None;Research;English;0;0;0;0
DXPmUSmAsWS;Image;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Wildlife;English;0;1;0;0
DXwKK3PCoiw;Carousel;yes;0;0;1;0;0;0;0;0;1;0;Hope;Solution;Learn;Education;English;1;0;1;0
DXbynlCjsnU;Image;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Wildlife;English;;;;
DXg39MKjeJB;Carousel;yes;0;0;0;0;0;0;0;1;0;0;Hope;None;None;Research;English;0;1;0;0
DXUv-0KjLn4;Image;yes;0;0;1;0;0;0;0;1;0;0;Neutral;None;None;Wildlife;English;0;1;0;0
DXbSywhDQWF;Carousel;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Wildlife;English;0;0;0;0
DWEnQrpO-q8;Video;yes;1;0;0;0;0;0;0;1;0;0;Hope;None;None;Wildlife;English;0;1;0;0
DV84SaljvmX;Video;yes;0;0;1;0;0;0;0;1;0;0;Mixed;Problem-Solution;None;Research;English;0;1;0;0
DVbcgVLDPGM;Video;yes;1;1;1;0;0;1;0;1;0;0;Mixed;Problem-Solution;None;Wildlife;English;0;1;0;0
DWb7j2uDMKS;Carousel;yes;0;0;0;0;0;0;0;1;0;0;Neutral;None;None;Research;English;0;1;0;0
DVRGvV1DNZT;Video;yes;1;1;0;0;0;0;0;1;0;0;Hope;Problem-Solution;None;Wildlife;English;0;1;0;0
DQn6pZKjmE6;Image;yes;0;0;1;0;0;0;0;0;0;0;Hope;Problem-Solution;None;Wildlife;English;0;0;0;0
DWMgGWFjOeC;Carousel;yes;0;1;1;0;0;0;0;1;0;0;Neutral;Problem-Solution;None;Research;English;0;1;0;0
DXofbb7Dbv5;Carousel;yes;0;0;0;0;0;0;0;1;0;0;Neutral;Problem-Solution;None;Research;English;0;1;0;0
DVq2xA8DRA_;Video;yes;1;0;1;0;0;0;0;1;0;0;Hope;Solution;None;Research;English;0;1;0;0
DVykjIEDLEb;Video;yes;1;0;1;0;0;0;0;1;0;0;Hope;Solution;None;Wildlife;English;0;1;0;0
DXKc58qjZ0A;Image;yes;0;0;1;0;0;0;0;1;0;0;Hope;Solution;Learn;Research;English;0;1;1;0
DXoAP_2lqoE;Image;yes;1;0;0;1;0;0;0;0;0;0;Hope;Problem-Solution;Learn;Education;English;0;1;1;0
DXhA84pFEFq;Video;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;Event;Community;English;1;0;1;0
DW6x4dRjNxf;Carousel;yes;1;1;1;0;0;0;0;1;0;0;Mixed;Problem-Solution;None;Wildlife;English;0;1;0;0
DXt_IDBD93L;Video;yes;1;0;1;0;0;0;0;0;0;0;Hope;Problem-Solution;Donate;Wildlife;English;0;1;0;0
DXi6TshgSo5;Carousel;yes;0;0;0;0;0;0;0;0;1;0;Hope;None;None;Education;English;0;1;0;0
DV3Sws3jIWU;Video;yes;0;0;1;0;0;0;0;1;0;0;Hope;Problem-Solution;Learn;Research;English;0;1;0;0
DWtzXr8ODrc;Video;yes;1;0;0;0;0;0;0;1;0;0;Hope;None;None;Wildlife;English;0;1;0;0
DXwqAO0Fugv;Carousel;yes;1;1;1;0;0;1;0;0;0;0;Hope;Problem-Solution;None;Community;English;0;1;0;0
DWUGbt-DAvh;Carousel;yes;0;0;1;1;0;0;1;0;0;0;Hope;Solution;None;Community;English;0;1;1;0
DXwKk3HCCrp;Carousel;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Ecotourism;English;0;0;0;0
DVLyohjjzzO;Carousel;yes;0;0;1;1;0;1;0;0;0;0;Neutral;Solution;None;Policy;English;0;0;0;0
DXexE6XjJDv;Video;yes;1;0;0;0;0;0;0;1;0;0;Hope;None;None;Wildlife;English;0;1;0;0
DXUcLv_jGa4;Carousel;yes;0;0;0;0;0;0;0;1;0;0;Neutral;Problem;Learn;Wildlife;English;0;0;0;0
DXY1VUcAHbh;Video;yes;0;0;1;0;0;0;1;0;0;0;Hope;Solution;None;Wildlife;English;0;1;0;0
DXbSvspFoHk;Image;yes;0;1;1;0;0;0;0;1;0;0;Hope;Problem-Solution;None;Wildlife;English;0;1;0;0
DWyGEHKDo5E;Carousel;yes;0;0;1;0;0;1;0;0;0;0;Hope;Solution;None;Education;English;0;1;0;0
DXqvhiqlt1o;Image;yes;0;0;1;0;0;0;0;0;0;0;Hope;Solution;None;Wildlife;English;0;1;0;0
DXJRMa_AkWD;Video;yes;0;0;0;1;0;0;0;0;0;0;Hope;Problem-Solution;None;Wildlife;English;0;0;0;0
DXWX-PXFqnF;Image;yes;0;0;1;1;0;0;0;0;0;0;Hope;Solution;None;Community;English;0;1;0;0
DVnoukUjl9S;Image;yes;0;0;1;1;0;1;0;0;0;0;Hope;None;None;Community;English;0;1;1;0
DXgcXcbFpJy;Carousel;yes;0;0;1;0;0;0;1;0;0;0;Hope;Solution;None;Fundraising;English;0;0;0;0
DVvCknRjvf6;Carousel;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Ecotourism;English;0;0;0;0
DXpCdUhjNBm;Video;yes;0;0;1;0;0;0;0;1;0;0;Hope;Problem-Solution;Learn;Research;English;0;1;0;0
DVQP4NojqaK;Carousel;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Ecotourism;English;0;0;0;0
DVc6DMtjoUk;Image;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;Learn;Ecotourism;English;0;0;0;0
DVF8tnJDu1d;Carousel;yes;1;0;1;0;0;1;0;0;0;0;Hope;Solution;None;Wildlife;English;0;1;0;0
DVXwcGxjjIi;Image;yes;1;0;0;1;0;1;0;0;0;0;Hope;None;None;Community;English;0;1;0;0
DVJKgdwDE6k;Video;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Wildlife;English;0;1;0;0
DWf9kn4Dsd8;Image;yes;1;1;0;0;0;1;0;0;0;0;Mixed;Problem-Solution;None;Wildlife;English;0;1;0;0
DVl6803ArIo;Carousel;yes;0;0;0;0;0;0;0;0;1;0;Hope;None;Volunteer;Ecotourism;English;0;1;0;0
DUz7FfoDqtk;Image;yes;0;0;0;0;0;0;0;0;0;0;Hope;Problem-Solution;None;Community;English;0;1;0;0
DVa3m5fDjN9;Image;yes;0;0;1;0;0;1;0;0;0;0;Hope;None;None;Wildlife;English;0;1;;0
DWGNnrpDtYm;Image;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Wildlife;English;0;0;0;0
DViKhngjjX9;Carousel;yes;0;0;0;0;0;0;0;0;0;0;Hope;Solution;None;Ecotourism;English;0;0;0;0
DU5EsvWjsxF;Carousel;yes;0;0;1;1;0;0;0;0;0;0;Hope;Problem-Solution;None;HWC;English;0;0;0;0
DU-OQhPjn88;Carousel;yes;0;1;1;1;0;0;0;0;0;0;Hope;Problem-Solution;None;Anti-poaching;English;;;;
DVLGQ7hDvlC;Image;yes;0;0;1;1;0;0;0;0;0;0;Hope;Solution;Volunteer;Community;English;0;0;0;0
DWN8CmPDmjg;Image;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Ecotourism;English;0;0;0;0
DWYPQRHjtlS;Carousel;yes;0;1;1;1;0;1;0;1;0;0;Mixed;Problem-Solution;None;Community;English;0;0;0;0
DWTFsBgjvPD;Carousel;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Community;English;0;1;0;0
DWBEEBWjifc;Carousel;yes;0;0;1;1;0;0;0;0;0;0;Hope;Solution;Volunteer;Community;English;0;0;0;0
DWgODPqDNcr;Image;no;;;;;;;;;;;;;;;;;;;
DV76dOJjpxd;Image;yes;0;0;1;0;0;0;1;0;0;0;Hope;Solution;None;Community;English;0;0;0;0
DXuDcJQiA2H;Carousel;yes;0;0;1;0;0;1;1;0;0;0;Hope;Solution;None;Policy;English;0;0;1;0
DXCuXRniIRH;Image;yes;0;0;1;0;0;0;0;1;0;0;Hope;Solution;Donate;Research;English;0;1;1;0
DXYu82YCEDr;Image;yes;0;0;1;1;0;0;0;0;1;0;Hope;Solution;Event;Climate;English;1;0;1;0
DRhNyZnjIg1;Carousel;yes;0;0;0;1;0;0;0;0;0;0;Hope;None;None;Community;English;0;0;0;0
DQ4p6A_j2N8;Image;yes;0;0;1;1;0;0;0;0;0;0;Hope;Problem-Solution;None;Wildlife;English;0;1;0;0
DXb98OkiLtY;Carousel;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Policy;English;0;1;1;0
DWerOqzAbIP;Carousel;yes;0;0;1;0;0;0;0;1;0;0;Hope;Solution;Learn;Wildlife;English;0;1;0;0
DU7v1hOilMn;Image;yes;0;0;0;1;0;1;0;0;0;0;Hope;Solution;Learn;Wildlife;English;;;;
DRSKePSDN6A;Video;yes;0;1;1;0;0;0;0;1;0;0;Hope;Problem-Solution;None;Wildlife;English;0;1;0;0
DWzDJHOkk7W;Carousel;yes;0;0;1;0;0;0;0;1;0;0;Hope;Problem-Solution;Learn;Research;English;0;1;0;0
DV8ic1cCqAP;Image;yes;0;0;1;0;0;0;0;0;1;0;Hope;Solution;Event;Education;English;0;1;1;0
DQ3dSnjDP3l;Video;yes;0;0;1;1;0;0;0;0;0;0;Hope;Problem-Solution;None;Community;English;0;0;0;0
DUyh38sDYy-;Image;yes;0;1;1;1;0;0;0;1;0;0;Mixed;Problem-Solution;Donate;Wildlife;English;0;1;1;0
DTw3Yjzim57;Carousel;yes;0;1;1;0;0;0;0;0;0;0;Mixed;Problem-Solution;Learn;Wildlife;English;0;1;0;0
DUP8i2Qigcf;Carousel;yes;0;0;0;0;0;0;0;0;0;0;Hope;None;None;Wildlife;English;0;1;0;0
DUOX2sXjWu-;Carousel;yes;0;0;0;0;0;0;0;0;1;0;Hope;Solution;None;Education;English;0;1;0;0
DWn68aHCAaP;Image;yes;0;0;0;0;0;0;0;0;0;0;Neutral;None;None;Policy;English;0;1;0;0
DUm1Xg9Dmf3;Image;yes;0;1;1;0;0;0;0;0;0;0;Hope;Problem-Solution;None;Wildlife;English;0;1;0;0
DUH7zAPjiP7;Image;yes;0;0;1;1;0;0;0;0;0;0;Hope;Solution;None;Community;English;0;0;0;0
